Time,HeartRate,StressLevel,FatigueIndex,PostureAngle,Temperature,ReactionTime,Kills,Deaths,HRV,Stress_MA,FatigueTrend,PostureDrift,PerformanceDrop,PredictedDrop,Alert
2025-08-19 10:00:00,0.5159252477732217,0.5901190685753008,0.15880322565140004,0.30121919492974625,0.5511901884867663,0.6857011505644315,0,0,0.0,0.40051871712371495,0.49786946468795074,0.19878080507025375,0,0,✅ Stable performance.
2025-08-19 10:00:01,0.4420127383280952,0.39393391861853794,0.16437804604899708,0.41832047041485465,0.5408454913572895,0.7307549236728352,0,0,0.0,0.40051871712371495,0.49786946468795074,0.08167952958514535,0,0,✅ Stable performance.
2025-08-19 10:00:02,0.5364461095540869,0.32915932330895376,0.3031576420322091,0.5563468817166961,0.6445676683656911,0.6466882236972713,0,0,0.0,0.40051871712371495,0.49786946468795074,0.05634688171669611,0,0,✅ Stable performance.
2025-08-19 10:00:03,0.6414695313075052,0.2486285607387173,0.20103469681224323,0.4906777566533287,0.41485801392658583,0.28960722867446,0,0,0.0,0.40051871712371495,0.49786946468795074,0.00932224334667131,0,0,✅ Stable performance.
2025-08-19 10:00:04,0.4346018799024933,0.2196860323744055,0.24044057456239842,0.35102981663481225,0.2901263911302596,0.5510089376838867,0,0,0.0,0.40051871712371495,0.49786946468795074,0.14897018336518775,0,0,✅ Stable performance.
2025-08-19 10:00:05,0.43591930041563853,0.24158640569945103,0.16212262402390418,0.47811189723625835,0.5535704560663688,0.4046937534278017,0,0,0.0,0.40051871712371495,0.49786946468795074,0.021888102763741646,0,0,✅ Stable performance.
2025-08-19 10:00:06,0.6520721187957583,0.42671266510114836,0.16300846441765626,0.25029083467343316,0.570815647740929,0.544107266499871,0,0,0.0,0.40051871712371495,0.49786946468795074,0.24970916532656684,0,0,✅ Stable performance.
2025-08-19 10:00:07,0.5572097055004488,0.4508725023229934,0.25643387081269164,0.6475907290281917,0.7383180699508789,0.7170917426705778,0,0,0.0,0.40051871712371495,0.49786946468795074,0.1475907290281917,0,0,✅ Stable performance.
2025-08-19 10:00:08,0.4119783936487391,0.24188092979678666,0.13518933839407432,0.446770425621394,0.35573604350472454,0.6183785903699364,0,0,0.0,0.40051871712371495,0.49786946468795074,0.05322957437860598,0,0,✅ Stable performance.
2025-08-19 10:00:09,0.5331912803238905,0.48950383140761156,0.1822409791978437,0.6428918971064399,0.6918939145713692,0.741678358262261,0,0,0.0,0.40051871712371495,0.49786946468795074,0.1428918971064399,0,0,✅ Stable performance.
2025-08-19 10:00:10,0.41531699673016464,0.3516938948316561,0.20503655676817525,0.3991786829966122,0.8599995606344963,0.6237326508028487,0,0,0.0,0.40051871712371495,0.49786946468795074,0.10082131700338781,0,0,✅ Stable performance.
2025-08-19 10:00:11,0.4163512331216064,0.41467930119855495,0.20923733492802263,0.3996165596428649,0.4794666228215183,0.38383246954713957,0,0,0.0,0.40051871712371495,0.49786946468795074,0.10038344035713509,0,0,✅ Stable performance.
2025-08-19 10:00:12,0.5015020212226333,0.5612220628255424,0.19504755920666858,0.36397089327049015,0.3528832484633986,0.20501006423404533,0,0,0.0,0.40051871712371495,0.49786946468795074,0.13602910672950985,0,0,✅ Stable performance.
2025-08-19 10:00:13,0.2474622570234255,0.4896839315865532,0.2241267311337289,0.6069847202716061,0.47541764540306986,0.595509891812404,0,0,0.0,0.40051871712371495,0.49786946468795074,0.1069847202716061,0,0,✅ Stable performance.
2025-08-19 10:00:14,0.2710809710032014,0.3731469352094168,0.2393120484912797,0.37208275237539734,0.5337732163691604,0.5424513493264804,0,0,0.0,0.40051871712371495,0.49786946468795074,0.12791724762460266,0,0,✅ Stable performance.
2025-08-19 10:00:15,0.41012463213373285,0.31088077745847126,0.241734656594812,0.572677158080066,0.6099833599813911,0.43084186839609195,0,0,0.0,0.40051871712371495,0.49786946468795074,0.07267715808006603,0,0,✅ Stable performance.
2025-08-19 10:00:16,0.358043713653144,0.18481845986706952,0.15604610750991052,0.420523536676614,0.44985355057679,0.3249864587427025,0,0,0.0,0.40051871712371495,0.49786946468795074,0.07947646332338598,0,0,✅ Stable performance.
2025-08-19 10:00:17,0.5165654877660306,0.328084668075758,0.19146206166831836,0.18445034960890982,0.7474113295716642,0.46626967363275407,0,0,0.0,0.40051871712371495,0.49786946468795074,0.3155496503910902,0,0,✅ Stable performance.
2025-08-19 10:00:18,0.37304811799105786,0.3788869761172306,0.26574147828006145,0.39269247312344113,0.3773369445836616,0.5452941716145359,0,0,0.0,0.40051871712371495,0.49786946468795074,0.10730752687655887,0,0,✅ Stable performance.
2025-08-19 10:00:19,0.31459252459362874,0.3012820472848816,0.25106921318636455,0.30250170364077533,0.29074566287989523,0.6711433805822884,0,0,0.0,0.40051871712371495,0.49786946468795074,0.19749829635922467,0,0,✅ Stable performance.
2025-08-19 10:00:20,0.656846685255543,0.38687430329076955,0.13802739985507412,0.48220512311092234,0.6852425302399312,0.6013348409444663,0,0,0.0,0.40051871712371495,0.49786946468795074,0.01779487688907766,0,0,✅ Stable performance.
2025-08-19 10:00:21,0.4577367267777255,0.40768518829587685,0.22457788606819376,0.30082771822614207,0.21652705683248064,0.8089607021205698,0,0,0.0,0.40051871712371495,0.49786946468795074,0.19917228177385793,0,0,✅ Stable performance.
2025-08-19 10:00:22,0.4937659050335623,0.37751440181919216,0.10842614720329952,0.6143625930393526,0.5035356819804062,0.42226171255145517,0,0,0.0,0.40051871712371495,0.49786946468795074,0.11436259303935259,0,0,✅ Stable performance.
2025-08-19 10:00:23,0.3182433223059522,0.334999741917654,0.2100176733965149,0.46368997357081554,0.964000498327938,0.7026186633091762,0,0,0.0,0.40051871712371495,0.49786946468795074,0.03631002642918446,0,0,✅ Stable performance.
2025-08-19 10:00:24,0.4238177974781192,0.4168654671966728,0.30289279775225164,0.45087231173605957,0.5301624066335995,0.5806616686021369,0,0,0.0,0.40051871712371495,0.49786946468795074,0.04912768826394043,0,0,✅ Stable performance.
2025-08-19 10:00:25,0.5027242195568173,0.4441940649569409,0.16094332967295982,0.5743507263229382,0.3764726110045933,0.6753547841573939,0,0,0.0,0.40051871712371495,0.49786946468795074,0.07435072632293815,0,0,✅ Stable performance.
2025-08-19 10:00:26,0.35448217858337894,0.2909600922557154,0.16695533188328637,0.619982064346654,0.5238755104615147,0.5098925709065534,0,0,0.0,0.40051871712371495,0.49786946468795074,0.11998206434665404,0,0,✅ Stable performance.
2025-08-19 10:00:27,0.536618640163361,0.541093237974627,0.24720649185796484,0.4742049893192237,0.5247899324176686,0.7305015299595494,0,0,0.0,0.40051871712371495,0.49786946468795074,0.025795010680776276,0,0,✅ Stable performance.
2025-08-19 10:00:28,0.4222023651003588,0.39014118677157383,0.13219844564029593,0.3629318653333513,0.554100938995195,0.6169266685117012,0,0,0.0,0.40051871712371495,0.49786946468795074,0.1370681346666487,0,0,✅ Stable performance.
2025-08-19 10:00:29,0.4600564416242574,0.4018849622944848,0.17803428852798261,0.214375022625497,0.6236338426612069,0.4743583377118077,0,0,0.10324056397179157,0.3772891646390849,0.49786946468795074,0.285624977374503,0,0,✅ Stable performance.
